"COMUNA","BARRIO","PERIODO","MES","Atropello","Caída Ocupante","Choque","Incendio","Otro","Volcamiento","nro.accidentes"
"San Javier","La Pradera",2014,8,0,0,1,0,2,0,3
"San Javier","La Pradera",2014,9,1,2,1,0,1,2,7
"San Javier","La Pradera",2014,10,1,0,4,0,1,0,6
"San Javier","La Pradera",2014,11,0,2,3,0,1,0,6
"San Javier","La Pradera",2014,12,0,2,2,0,2,1,7
"San Javier","La Pradera",2015,1,2,0,2,0,1,0,5
"San Javier","La Pradera",2015,2,1,1,4,0,0,3,9
"San Javier","La Pradera",2015,3,1,1,4,0,2,0,8
"San Javier","La Pradera",2015,4,1,1,1,0,1,0,4
"San Javier","La Pradera",2015,5,2,0,3,0,1,0,6
"San Javier","La Pradera",2015,6,0,0,4,0,0,0,4
"San Javier","La Pradera",2015,7,0,0,1,0,2,1,4
"San Javier","La Pradera",2015,8,0,0,5,0,1,0,6
"San Javier","La Pradera",2015,9,1,2,3,0,1,1,8
"San Javier","La Pradera",2015,10,0,2,2,0,1,0,5
"San Javier","La Pradera",2015,11,1,0,1,0,2,1,5
"San Javier","La Pradera",2015,12,0,2,3,0,1,0,6
"San Javier","La Pradera",2016,1,0,2,3,0,1,0,6
"San Javier","La Pradera",2016,2,2,1,5,0,2,0,10
"San Javier","La Pradera",2016,3,4,1,4,0,0,0,9
"San Javier","La Pradera",2016,4,2,1,8,0,1,1,13
"San Javier","La Pradera",2016,5,1,1,0,0,1,1,4
"San Javier","La Pradera",2016,6,1,0,3,0,1,0,5
"San Javier","La Pradera",2016,7,2,1,4,0,4,0,11
"San Javier","La Pradera",2016,8,2,2,2,0,1,1,8
"San Javier","La Pradera",2016,9,0,0,6,0,3,0,9
"San Javier","La Pradera",2016,10,1,1,3,0,2,2,9
"San Javier","La Pradera",2016,11,2,1,4,0,0,0,7
"San Javier","La Pradera",2016,12,1,1,3,0,1,0,6
"San Javier","La Pradera",2017,1,2,0,1,0,0,0,3
"San Javier","La Pradera",2017,2,2,0,2,0,0,0,4
"San Javier","La Pradera",2017,3,2,2,2,0,1,0,7
"San Javier","La Pradera",2017,4,2,1,2,0,3,0,8
"San Javier","La Pradera",2017,5,1,2,1,0,1,0,5
"San Javier","La Pradera",2017,6,2,1,3,0,0,0,6
"San Javier","La Pradera",2017,7,1,0,6,0,1,0,8
"San Javier","La Pradera",2017,8,1,1,1,0,0,0,3
"San Javier","La Pradera",2017,9,2,0,3,0,1,1,7
"San Javier","La Pradera",2017,10,4,2,6,0,0,1,13
"San Javier","La Pradera",2017,11,0,0,3,0,2,1,6
"San Javier","La Pradera",2017,12,0,1,4,0,2,1,8
"San Javier","La Pradera",2018,1,0,0,4,0,0,0,4
"San Javier","La Pradera",2018,2,0,3,2,0,0,0,5
"San Javier","La Pradera",2018,3,0,2,1,0,2,0,5
"San Javier","La Pradera",2018,4,1,1,4,0,2,0,8
"San Javier","La Pradera",2018,5,0,2,2,0,0,0,4
"San Javier","La Pradera",2018,6,0,1,4,0,2,0,7
"San Javier","La Pradera",2018,7,1,0,3,0,0,0,4
"San Javier","La Pradera",2018,8,1,1,1,0,1,0,4
"San Javier","La Pradera",2018,9,0,2,1,0,1,0,4
"San Javier","La Pradera",2018,10,0,1,3,0,0,0,4
"San Javier","La Pradera",2018,11,1,0,0,0,0,0,1
"San Javier","La Pradera",2018,12,1,3,2,0,0,1,7
"San Javier","La Pradera",2019,1,0,0,1,0,0,1,2
"San Javier","La Pradera",2019,2,0,0,1,0,2,0,3
"San Javier","La Pradera",2019,3,0,2,2,0,1,0,5
"San Javier","La Pradera",2019,4,2,0,6,0,0,1,9
"San Javier","La Pradera",2019,5,0,0,2,0,1,0,3
"San Javier","La Pradera",2019,6,0,0,2,0,0,0,2
"San Javier","La Pradera",2019,7,0,0,5,0,0,1,6
"San Javier","La Pradera",2019,8,3,0,4,0,0,0,7
"San Javier","La Pradera",2019,9,3,0,2,0,2,0,7
"San Javier","La Pradera",2019,10,1,0,5,0,1,1,8
"San Javier","La Pradera",2019,11,0,1,2,0,0,0,3
"San Javier","La Pradera",2019,12,1,1,6,0,3,0,11
"San Javier","Las Independencias",2014,1,1,0,2,0,0,0,3
"San Javier","Las Independencias",2014,3,0,0,0,0,2,0,2
"San Javier","Las Independencias",2014,4,0,2,0,0,0,0,2
"San Javier","Las Independencias",2014,5,0,0,0,0,2,0,2
"San Javier","Las Independencias",2014,7,1,0,0,0,0,0,1
"San Javier","Las Independencias",2014,9,4,1,0,0,0,0,5
"San Javier","Las Independencias",2014,10,0,1,0,0,0,0,1
"San Javier","Las Independencias",2014,11,1,1,0,0,0,0,2
"San Javier","Las Independencias",2014,12,1,0,1,0,0,0,2
"San Javier","Las Independencias",2015,1,2,0,1,0,0,0,3
"San Javier","Las Independencias",2015,2,0,0,0,0,0,2,2
"San Javier","Las Independencias",2015,3,1,0,1,0,0,0,2
"San Javier","Las Independencias",2015,6,2,0,0,0,1,1,4
"San Javier","Las Independencias",2015,8,0,0,2,0,1,0,3
"San Javier","Las Independencias",2015,9,0,0,0,0,1,0,1
"San Javier","Las Independencias",2015,10,1,1,0,0,0,0,2
"San Javier","Las Independencias",2015,12,1,0,0,0,0,0,1
"San Javier","Las Independencias",2016,1,1,0,0,0,0,0,1
"San Javier","Las Independencias",2016,3,1,0,1,0,0,0,2
"San Javier","Las Independencias",2016,4,0,0,1,0,1,1,3
"San Javier","Las Independencias",2016,6,1,0,1,0,0,0,2
"San Javier","Las Independencias",2016,7,1,1,0,0,1,0,3
"San Javier","Las Independencias",2016,8,1,0,0,0,0,0,1
"San Javier","Las Independencias",2016,9,1,0,0,0,0,0,1
"San Javier","Las Independencias",2016,10,0,0,0,0,0,1,1
"San Javier","Las Independencias",2016,12,0,0,0,0,1,0,1
"San Javier","Las Independencias",2017,1,2,0,0,0,0,0,2
"San Javier","Las Independencias",2017,3,0,1,0,0,0,0,1
"San Javier","Las Independencias",2017,4,1,0,0,0,0,0,1
"San Javier","Las Independencias",2017,6,1,0,0,0,0,0,1
"San Javier","Las Independencias",2017,7,0,0,1,0,0,0,1
"San Javier","Las Independencias",2017,11,0,1,0,0,0,0,1
"San Javier","Las Independencias",2017,12,0,0,1,0,0,0,1
"San Javier","Las Independencias",2018,1,1,0,0,0,0,0,1
"San Javier","Las Independencias",2018,2,0,0,1,0,0,0,1
"San Javier","Las Independencias",2018,3,0,0,1,0,0,0,1
"San Javier","Las Independencias",2018,4,1,0,1,0,0,0,2
"San Javier","Las Independencias",2018,6,1,0,1,0,0,0,2
"San Javier","Las Independencias",2018,10,1,0,0,0,0,1,2
"San Javier","Las Independencias",2018,12,1,0,0,0,0,1,2
"San Javier","Las Independencias",2019,1,0,1,0,0,0,0,1
"San Javier","Las Independencias",2019,2,1,0,0,0,0,0,1
"San Javier","Las Independencias",2019,3,1,0,0,0,0,0,1
"San Javier","Las Independencias",2019,5,0,1,0,0,0,0,1
"San Javier","Las Independencias",2019,6,1,0,0,0,0,0,1
"San Javier","Las Independencias",2019,7,1,0,0,0,0,0,1
"San Javier","Las Independencias",2019,8,0,0,0,0,1,0,1
"San Javier","Las Independencias",2019,9,0,0,1,0,1,0,2
"San Javier","Las Independencias",2019,10,1,0,0,0,1,1,3
"San Javier","Las Independencias",2019,11,0,0,0,0,2,0,2
"San Javier","Las Independencias",2019,12,0,1,0,0,0,1,2
"San Javier","Los Alcázares",2014,1,0,0,6,0,2,0,8
"San Javier","Los Alcázares",2014,2,0,3,9,0,1,0,13
"San Javier","Los Alcázares",2014,3,0,1,0,0,3,0,4
"San Javier","Los Alcázares",2014,4,0,1,6,0,1,0,8
"San Javier","Los Alcázares",2014,5,1,1,6,0,1,0,9
"San Javier","Los Alcázares",2014,6,1,1,6,0,0,0,8
"San Javier","Los Alcázares",2014,7,1,2,8,0,1,1,13
"San Javier","Los Alcázares",2014,8,3,0,2,0,3,0,8
"San Javier","Los Alcázares",2014,9,0,1,2,0,0,1,4
"San Javier","Los Alcázares",2014,10,0,2,1,0,1,0,4
"San Javier","Los Alcázares",2014,11,1,0,5,0,1,0,7
"San Javier","Los Alcázares",2014,12,1,1,4,0,0,1,7
"San Javier","Los Alcázares",2015,1,0,2,1,0,0,0,3
"San Javier","Los Alcázares",2015,2,1,0,5,0,0,0,6
"San Javier","Los Alcázares",2015,3,3,0,5,0,0,0,8
"San Javier","Los Alcázares",2015,4,2,1,4,0,1,1,9
"San Javier","Los Alcázares",2015,5,2,0,4,0,2,0,8
"San Javier","Los Alcázares",2015,6,1,1,6,0,0,0,8
"San Javier","Los Alcázares",2015,7,1,0,3,0,1,2,7
"San Javier","Los Alcázares",2015,8,1,1,2,0,2,0,6
"San Javier","Los Alcázares",2015,9,0,1,7,0,0,0,8
"San Javier","Los Alcázares",2015,10,1,2,4,0,1,0,8
"San Javier","Los Alcázares",2015,11,3,2,3,0,1,0,9
"San Javier","Los Alcázares",2015,12,0,2,7,0,0,1,10
"San Javier","Los Alcázares",2016,1,0,0,2,0,1,0,3
"San Javier","Los Alcázares",2016,2,0,1,2,0,0,0,3
"San Javier","Los Alcázares",2016,3,1,2,6,0,1,0,10
"San Javier","Los Alcázares",2016,4,2,2,6,0,0,1,11
"San Javier","Los Alcázares",2016,5,1,0,5,0,1,0,7
"San Javier","Los Alcázares",2016,6,1,0,6,0,0,0,7
"San Javier","Los Alcázares",2016,7,1,0,4,0,2,0,7
"San Javier","Los Alcázares",2016,8,1,0,2,0,2,1,6
"San Javier","Los Alcázares",2016,9,0,4,8,0,0,0,12
"San Javier","Los Alcázares",2016,10,1,4,2,0,0,1,8
"San Javier","Los Alcázares",2016,11,1,0,7,0,0,1,9
"San Javier","Los Alcázares",2016,12,0,0,5,0,0,1,6
"San Javier","Los Alcázares",2017,1,1,0,5,0,0,1,7
"San Javier","Los Alcázares",2017,2,2,1,9,0,1,0,13
"San Javier","Los Alcázares",2017,3,0,1,9,0,0,1,11
"San Javier","Los Alcázares",2017,4,2,0,7,0,0,0,9
"San Javier","Los Alcázares",2017,5,0,1,4,0,1,0,6
"San Javier","Los Alcázares",2017,6,0,0,5,0,1,0,6
"San Javier","Los Alcázares",2017,7,4,0,7,0,0,0,11
"San Javier","Los Alcázares",2017,8,0,0,7,0,1,2,10
"San Javier","Los Alcázares",2017,9,1,1,5,0,1,0,8
"San Javier","Los Alcázares",2017,10,0,0,3,0,3,0,6
"San Javier","Los Alcázares",2017,11,0,0,8,0,0,0,8
"San Javier","Los Alcázares",2017,12,1,1,5,0,0,0,7
"San Javier","Los Alcázares",2018,1,0,1,1,0,0,0,2
"San Javier","Los Alcázares",2018,2,0,1,4,0,0,0,5
"San Javier","Los Alcázares",2018,3,0,0,6,0,1,0,7
"San Javier","Los Alcázares",2018,4,0,2,2,0,2,0,6
"San Javier","Los Alcázares",2018,5,1,0,7,0,0,0,8
"San Javier","Los Alcázares",2018,6,1,1,2,0,0,0,4
"San Javier","Los Alcázares",2018,7,0,1,6,0,1,0,8
"San Javier","Los Alcázares",2018,8,1,1,4,0,0,0,6
"San Javier","Los Alcázares",2018,9,0,1,4,0,1,0,6
"San Javier","Los Alcázares",2018,10,1,1,2,0,2,1,7
"San Javier","Los Alcázares",2018,11,0,2,6,0,0,0,8
"San Javier","Los Alcázares",2018,12,0,4,7,0,0,0,11
"San Javier","Los Alcázares",2019,1,0,2,5,0,1,1,9
"San Javier","Los Alcázares",2019,2,0,0,4,0,0,0,4
"San Javier","Los Alcázares",2019,3,0,1,6,0,0,0,7
"San Javier","Los Alcázares",2019,4,0,1,2,0,1,0,4
"San Javier","Los Alcázares",2019,5,1,1,5,0,0,1,8
"San Javier","Los Alcázares",2019,6,0,0,7,0,1,0,8
"San Javier","Los Alcázares",2019,7,2,0,1,0,1,0,4
"San Javier","Los Alcázares",2019,8,1,2,7,0,1,1,12
"San Javier","Los Alcázares",2019,9,2,1,2,0,3,0,8
"San Javier","Los Alcázares",2019,10,0,1,5,0,1,1,8
"San Javier","Los Alcázares",2019,11,2,0,2,0,0,0,4
"San Javier","Los Alcázares",2019,12,0,1,7,0,0,0,8
"San Javier","Metropolitano",2014,5,0,0,1,0,1,0,2
"San Javier","Metropolitano",2014,7,0,0,1,0,0,0,1
"San Javier","Metropolitano",2014,10,0,0,1,0,0,0,1
"San Javier","Metropolitano",2015,2,0,0,3,0,0,0,3
"San Javier","Metropolitano",2015,5,0,2,2,0,0,0,4
"San Javier","Metropolitano",2015,6,1,0,0,0,0,0,1
"San Javier","Metropolitano",2015,9,0,1,0,0,0,1,2
"San Javier","Metropolitano",2015,10,0,0,1,0,0,0,1
"San Javier","Metropolitano",2015,11,2,0,0,0,0,0,2
"San Javier","Metropolitano",2016,3,0,0,1,0,0,0,1
"San Javier","Metropolitano",2016,4,1,1,0,0,0,0,2
"San Javier","Metropolitano",2016,5,0,0,0,0,1,0,1
"San Javier","Metropolitano",2016,6,0,1,0,0,0,0,1
"San Javier","Metropolitano",2016,7,0,0,0,0,1,0,1
"San Javier","Metropolitano",2016,9,1,0,0,0,0,0,1
"San Javier","Metropolitano",2016,10,0,0,2,0,0,0,2
"San Javier","Metropolitano",2016,12,0,0,1,0,0,1,2
"San Javier","Metropolitano",2017,2,0,0,1,0,0,0,1
"San Javier","Metropolitano",2017,3,0,0,1,0,0,0,1
"San Javier","Metropolitano",2017,4,1,0,0,0,0,0,1
"San Javier","Metropolitano",2017,8,0,0,0,0,1,0,1
"San Javier","Metropolitano",2017,12,0,1,0,0,1,0,2
"San Javier","Metropolitano",2018,4,0,0,0,0,1,0,1
"San Javier","Metropolitano",2018,7,0,0,0,0,0,1,1
"San Javier","Metropolitano",2018,9,0,0,1,0,0,0,1
"San Javier","Metropolitano",2018,12,0,2,0,0,0,0,2
"San Javier","Metropolitano",2019,1,0,0,0,0,1,0,1
"San Javier","Metropolitano",2019,2,0,0,0,0,1,0,1
"San Javier","Metropolitano",2019,6,0,0,0,0,0,1,1
"San Javier","Metropolitano",2019,11,0,0,1,0,0,0,1
"San Javier","Metropolitano",2019,12,0,0,0,0,1,1,2
"San Javier","Nuevos Conquistadores",2014,1,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2014,2,1,1,3,0,0,0,5
"San Javier","Nuevos Conquistadores",2014,5,0,2,0,0,0,0,2
"San Javier","Nuevos Conquistadores",2014,6,0,0,0,0,1,0,1
"San Javier","Nuevos Conquistadores",2014,7,2,1,1,0,1,0,5
"San Javier","Nuevos Conquistadores",2014,8,0,0,0,0,1,0,1
"San Javier","Nuevos Conquistadores",2014,10,3,0,0,0,0,0,3
"San Javier","Nuevos Conquistadores",2014,11,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2014,12,0,0,2,0,1,0,3
"San Javier","Nuevos Conquistadores",2015,1,1,1,0,0,1,0,3
"San Javier","Nuevos Conquistadores",2015,2,1,0,0,0,2,0,3
"San Javier","Nuevos Conquistadores",2015,3,1,0,1,0,0,0,2
"San Javier","Nuevos Conquistadores",2015,4,0,1,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2015,5,0,0,1,0,1,0,2
"San Javier","Nuevos Conquistadores",2015,6,0,1,1,0,0,0,2
"San Javier","Nuevos Conquistadores",2015,7,0,0,2,0,0,0,2
"San Javier","Nuevos Conquistadores",2015,8,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2015,9,0,0,0,0,1,0,1
"San Javier","Nuevos Conquistadores",2015,10,0,0,0,0,1,0,1
"San Javier","Nuevos Conquistadores",2015,11,0,0,3,0,1,0,4
"San Javier","Nuevos Conquistadores",2015,12,3,0,0,0,0,0,3
"San Javier","Nuevos Conquistadores",2016,1,0,0,1,0,1,0,2
"San Javier","Nuevos Conquistadores",2016,3,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2016,4,1,1,0,0,1,0,3
"San Javier","Nuevos Conquistadores",2016,5,1,1,0,0,1,2,5
"San Javier","Nuevos Conquistadores",2016,6,1,0,1,0,0,0,2
"San Javier","Nuevos Conquistadores",2016,7,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2016,8,1,2,0,0,0,1,4
"San Javier","Nuevos Conquistadores",2016,9,0,0,0,0,1,1,2
"San Javier","Nuevos Conquistadores",2016,10,1,0,1,0,0,0,2
"San Javier","Nuevos Conquistadores",2016,11,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2016,12,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2017,1,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2017,2,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2017,3,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2017,4,1,1,0,0,0,0,2
"San Javier","Nuevos Conquistadores",2017,6,0,0,2,0,0,0,2
"San Javier","Nuevos Conquistadores",2017,8,1,0,1,0,1,0,3
"San Javier","Nuevos Conquistadores",2017,11,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2017,12,0,0,2,0,0,0,2
"San Javier","Nuevos Conquistadores",2018,1,1,0,1,0,0,0,2
"San Javier","Nuevos Conquistadores",2018,2,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2018,3,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2018,4,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2018,7,1,1,1,0,0,0,3
"San Javier","Nuevos Conquistadores",2018,10,0,2,2,0,0,0,4
"San Javier","Nuevos Conquistadores",2018,12,0,1,1,0,0,0,2
"San Javier","Nuevos Conquistadores",2019,2,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2019,3,1,0,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2019,4,0,1,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2019,5,0,1,0,0,0,0,1
"San Javier","Nuevos Conquistadores",2019,6,0,1,2,0,1,0,4
"San Javier","Nuevos Conquistadores",2019,7,0,0,1,0,0,0,1
"San Javier","Nuevos Conquistadores",2019,9,0,0,0,0,1,0,1
"San Javier","Nuevos Conquistadores",2019,10,2,0,1,0,0,1,4
"San Javier","Nuevos Conquistadores",2019,12,0,0,1,0,1,0,2
"San Javier","San Javier No.1",2014,1,2,1,7,0,1,0,11
"San Javier","San Javier No.1",2014,2,1,0,6,0,1,1,9
"San Javier","San Javier No.1",2014,3,2,2,3,0,2,0,9
"San Javier","San Javier No.1",2014,4,3,5,6,0,1,2,17
"San Javier","San Javier No.1",2014,5,2,3,9,0,1,0,15
"San Javier","San Javier No.1",2014,6,2,1,9,0,3,1,16
"San Javier","San Javier No.1",2014,7,2,2,10,0,3,0,17
"San Javier","San Javier No.1",2014,8,2,2,4,0,4,1,13
"San Javier","San Javier No.1",2014,9,0,1,7,0,1,1,10
"San Javier","San Javier No.1",2014,10,1,1,9,0,1,0,12
"San Javier","San Javier No.1",2014,11,4,2,6,0,3,1,16
"San Javier","San Javier No.1",2014,12,2,3,7,0,4,0,16
"San Javier","San Javier No.1",2015,1,0,1,9,0,0,1,11
"San Javier","San Javier No.1",2015,2,2,1,3,0,3,1,10
"San Javier","San Javier No.1",2015,3,0,1,7,0,1,1,10
"San Javier","San Javier No.1",2015,4,0,0,6,0,4,0,10
"San Javier","San Javier No.1",2015,5,1,1,6,0,3,1,12
"San Javier","San Javier No.1",2015,6,1,2,9,0,2,2,16
"San Javier","San Javier No.1",2015,7,2,1,6,0,0,1,10
"San Javier","San Javier No.1",2015,8,2,3,5,0,0,0,10
"San Javier","San Javier No.1",2015,9,3,1,7,0,1,2,14
"San Javier","San Javier No.1",2015,10,1,3,11,0,1,0,16
"San Javier","San Javier No.1",2015,11,1,1,4,0,3,0,9
"San Javier","San Javier No.1",2015,12,4,0,5,0,2,0,11
"San Javier","San Javier No.1",2016,1,0,2,7,0,2,1,12
"San Javier","San Javier No.1",2016,2,3,2,4,0,1,0,10
"San Javier","San Javier No.1",2016,3,1,4,6,0,1,1,13
"San Javier","San Javier No.1",2016,4,1,2,6,0,2,2,13
"San Javier","San Javier No.1",2016,5,3,2,8,0,0,2,15
"San Javier","San Javier No.1",2016,6,0,1,6,0,1,0,8
"San Javier","San Javier No.1",2016,7,4,0,6,0,2,0,12
"San Javier","San Javier No.1",2016,8,0,2,5,0,2,1,10
"San Javier","San Javier No.1",2016,9,0,0,16,0,1,0,17
"San Javier","San Javier No.1",2016,10,1,4,7,0,4,1,17
"San Javier","San Javier No.1",2016,11,2,0,5,0,0,1,8
"San Javier","San Javier No.1",2016,12,5,1,7,0,2,0,15
"San Javier","San Javier No.1",2017,1,1,4,6,0,1,0,12
"San Javier","San Javier No.1",2017,2,2,1,5,0,1,1,10
"San Javier","San Javier No.1",2017,3,1,3,7,0,3,0,14
"San Javier","San Javier No.1",2017,4,3,2,7,0,2,0,14
"San Javier","San Javier No.1",2017,5,1,0,13,0,2,1,17
"San Javier","San Javier No.1",2017,6,0,2,2,0,2,0,6
"San Javier","San Javier No.1",2017,7,4,2,7,0,5,0,18
"San Javier","San Javier No.1",2017,8,1,2,4,0,4,1,12
"San Javier","San Javier No.1",2017,9,1,0,9,0,0,0,10
"San Javier","San Javier No.1",2017,10,1,2,15,0,2,3,23
"San Javier","San Javier No.1",2017,11,1,1,4,0,2,0,8
"San Javier","San Javier No.1",2017,12,1,1,4,0,1,2,9
"San Javier","San Javier No.1",2018,1,1,1,5,0,0,1,8
"San Javier","San Javier No.1",2018,2,1,3,5,0,3,0,12
"San Javier","San Javier No.1",2018,3,1,3,8,0,1,0,13
"San Javier","San Javier No.1",2018,4,3,2,6,0,0,1,12
"San Javier","San Javier No.1",2018,5,3,1,10,0,2,0,16
"San Javier","San Javier No.1",2018,6,1,0,3,0,0,0,4
"San Javier","San Javier No.1",2018,7,2,1,5,0,0,0,8
"San Javier","San Javier No.1",2018,8,0,1,4,0,3,0,8
"San Javier","San Javier No.1",2018,9,0,0,2,0,0,2,4
"San Javier","San Javier No.1",2018,10,4,1,10,0,3,0,18
"San Javier","San Javier No.1",2018,11,1,0,6,0,0,0,7
"San Javier","San Javier No.1",2018,12,3,0,10,0,0,0,13
"San Javier","San Javier No.1",2019,1,0,2,8,0,0,0,10
"San Javier","San Javier No.1",2019,2,1,0,6,0,2,1,10
"San Javier","San Javier No.1",2019,3,0,1,7,0,0,1,9
"San Javier","San Javier No.1",2019,4,2,0,5,0,3,0,10
"San Javier","San Javier No.1",2019,5,2,1,4,0,0,0,7
"San Javier","San Javier No.1",2019,6,0,0,3,0,0,0,3
"San Javier","San Javier No.1",2019,7,0,1,11,0,2,0,14
"San Javier","San Javier No.1",2019,8,3,2,6,0,0,1,12
"San Javier","San Javier No.1",2019,9,1,0,5,0,1,1,8
"San Javier","San Javier No.1",2019,10,0,1,6,0,1,0,8
"San Javier","San Javier No.1",2019,11,1,3,2,0,1,0,7
"San Javier","San Javier No.1",2019,12,1,1,4,0,1,0,7
"San Javier","San Javier No.2",2014,1,0,0,4,0,2,1,7
"San Javier","San Javier No.2",2014,2,2,1,4,0,0,0,7
"San Javier","San Javier No.2",2014,3,1,1,3,0,0,0,5
"San Javier","San Javier No.2",2014,4,2,0,2,0,0,0,4
"San Javier","San Javier No.2",2014,5,2,1,4,0,1,0,8
"San Javier","San Javier No.2",2014,6,1,0,3,0,0,0,4
"San Javier","San Javier No.2",2014,7,2,0,2,0,1,0,5
"San Javier","San Javier No.2",2014,8,1,1,2,0,2,0,6
"San Javier","San Javier No.2",2014,9,0,1,2,0,1,0,4
"San Javier","San Javier No.2",2014,10,0,2,3,0,1,0,6
"San Javier","San Javier No.2",2014,11,0,0,4,0,0,0,4
"San Javier","San Javier No.2",2014,12,5,0,3,0,0,0,8
"San Javier","San Javier No.2",2015,1,0,1,5,0,0,0,6
"San Javier","San Javier No.2",2015,2,1,2,0,0,1,0,4
"San Javier","San Javier No.2",2015,3,2,0,3,0,0,0,5
"San Javier","San Javier No.2",2015,4,2,0,0,0,0,0,2
"San Javier","San Javier No.2",2015,5,1,1,1,0,0,0,3
"San Javier","San Javier No.2",2015,6,1,0,5,0,0,0,6
"San Javier","San Javier No.2",2015,7,1,0,1,0,1,0,3
"San Javier","San Javier No.2",2015,8,0,1,1,0,0,0,2
"San Javier","San Javier No.2",2015,9,1,1,3,0,1,0,6
"San Javier","San Javier No.2",2015,10,1,0,3,0,2,0,6
"San Javier","San Javier No.2",2015,11,1,0,5,0,0,0,6
"San Javier","San Javier No.2",2015,12,0,1,1,0,0,0,2
"San Javier","San Javier No.2",2016,1,2,0,3,0,1,0,6
"San Javier","San Javier No.2",2016,2,2,0,6,0,0,2,10
"San Javier","San Javier No.2",2016,3,2,0,0,0,2,0,4
"San Javier","San Javier No.2",2016,4,2,0,1,0,1,2,6
"San Javier","San Javier No.2",2016,5,1,3,3,0,0,0,7
"San Javier","San Javier No.2",2016,6,0,0,4,0,0,0,4
"San Javier","San Javier No.2",2016,7,3,0,3,0,1,0,7
"San Javier","San Javier No.2",2016,8,2,0,5,0,2,0,9
"San Javier","San Javier No.2",2016,9,2,3,2,0,0,0,7
"San Javier","San Javier No.2",2016,10,1,1,1,0,1,0,4
"San Javier","San Javier No.2",2016,11,2,1,3,0,0,0,6
"San Javier","San Javier No.2",2016,12,1,0,4,0,0,0,5
"San Javier","San Javier No.2",2017,1,0,0,4,0,0,0,4
"San Javier","San Javier No.2",2017,3,2,0,2,0,0,0,4
"San Javier","San Javier No.2",2017,4,0,1,2,0,1,0,4
"San Javier","San Javier No.2",2017,5,2,0,4,0,0,0,6
"San Javier","San Javier No.2",2017,6,0,0,2,0,0,0,2
"San Javier","San Javier No.2",2017,7,1,0,3,0,2,0,6
"San Javier","San Javier No.2",2017,8,0,2,1,0,2,0,5
"San Javier","San Javier No.2",2017,9,0,1,5,0,2,0,8
"San Javier","San Javier No.2",2017,10,1,0,3,0,0,0,4
"San Javier","San Javier No.2",2017,11,0,0,1,0,1,0,2
"San Javier","San Javier No.2",2017,12,0,0,4,0,0,0,4
"San Javier","San Javier No.2",2018,1,0,0,1,0,0,0,1
"San Javier","San Javier No.2",2018,2,1,1,1,0,1,1,5
"San Javier","San Javier No.2",2018,3,1,2,2,0,0,0,5
"San Javier","San Javier No.2",2018,4,0,1,2,0,0,0,3
"San Javier","San Javier No.2",2018,5,0,1,0,0,0,0,1
"San Javier","San Javier No.2",2018,6,0,0,3,0,1,0,4
"San Javier","San Javier No.2",2018,7,0,1,2,0,0,0,3
"San Javier","San Javier No.2",2018,8,1,0,3,0,1,0,5
"San Javier","San Javier No.2",2018,9,0,0,6,0,1,0,7
"San Javier","San Javier No.2",2018,10,0,1,2,0,0,0,3
"San Javier","San Javier No.2",2018,11,1,1,2,0,1,0,5
"San Javier","San Javier No.2",2018,12,2,0,4,0,0,0,6
"San Javier","San Javier No.2",2019,1,1,1,1,0,0,0,3
"San Javier","San Javier No.2",2019,2,0,0,5,0,1,0,6
"San Javier","San Javier No.2",2019,3,0,1,1,0,0,0,2
"San Javier","San Javier No.2",2019,4,0,0,2,0,1,0,3
"San Javier","San Javier No.2",2019,5,1,1,2,0,0,0,4
"San Javier","San Javier No.2",2019,6,0,0,4,0,1,0,5
"San Javier","San Javier No.2",2019,7,1,0,3,0,0,0,4
"San Javier","San Javier No.2",2019,8,2,0,1,0,1,0,4
"San Javier","San Javier No.2",2019,9,1,0,2,0,1,0,4
"San Javier","San Javier No.2",2019,10,2,0,1,0,0,0,3
"San Javier","San Javier No.2",2019,11,1,0,2,0,0,0,3
"San Javier","San Javier No.2",2019,12,4,1,2,0,2,0,9
"San Javier","Santa Rosa de Lima",2014,2,0,1,1,0,0,0,2
"San Javier","Santa Rosa de Lima",2014,5,0,1,0,0,0,0,1
"San Javier","Santa Rosa de Lima",2014,7,0,0,1,0,0,1,2
